MTO_Number,Production_Orders,Materials
AS2509008,109,"05.02.10.19,05.02.10.18,05.02.04.059,05.02.27.021,05.02.26.52,05.02.27.022,05.02.01.17,05.02.03.028,05.02.26.12,05.02.27.038,05.02.26.14,05.02.08.014,05.02.08.037,05.20.01.07.004,05.02.09.11,05.02.09.10,05.02.20.11.02,05.02.20.11.01,05.20.01.10.017,05.02.04.036,05.02.20.22,05.02.22.08,05.02.20.39,05.20.01.11.062,05.02.27.073,05.02.14.21,05.02.04.162,05.02.20.23,05.02.03.031,05.20.01.10.018,05.02.04.037,03.02.02.150,05.02.08.015,03.04.001,03.01.004,03.02.02.151,03.03.001,05.20.01.04.006,05.01.10,05.01.11,07.02.056,07.02.036,07.01.10,07.25.11,07.02.068,07.02.037,07.23.009"
AS2509005-2,69,"05.02.21.05,05.02.21.06,05.02.24.02,05.06.06.004,05.05.07.11,05.06.05.024,05.05.08.02,05.02.11.01,05.02.04.055,05.02.11.03,05.05.01.041,05.05.05.074,05.05.06.05,05.05.05.008,05.08.01.02.004,05.20.01.03.008,05.02.20.18,05.02.22.01,05.20.01.03.009,05.20.01.11.005,05.02.04.060,05.06.12.003,05.06.09.03,05.06.07.002,05.20.03.01.044,05.05.04.057,05.20.02.10.018,05.05.09.045,05.05.11.19,05.06.20.03,05.06.18.06,05.06.12.015,05.06.18.04,05.06.08.048,05.06.09.15,05.06.04.060,05.06.04.059,05.06.04.028,05.06.04.021,05.06.14.04,05.06.14.03,05.20.03.01.017,05.05.03.014,05.05.01.049,05.05.01.005,05.05.04.006,05.20.02.10.005,05.05.10.005,03.04.001,03.05.001,03.03.001,07.02.065,07.03.079,07.02.070,07.18.006,07.18.079,07.03.013"
AS2509005-1,94,"05.02.21.05,05.02.21.06,05.02.24.02,05.06.05.024,05.05.08.02,05.07.28.02,05.07.28.01,05.07.28.03,05.06.06.004,05.05.07.11,05.02.11.01,05.02.04.055,05.02.11.03,05.05.06.05,05.05.05.008,05.08.01.02.004,05.05.01.041,05.05.05.074,05.20.01.03.008,05.02.20.18,05.02.22.01,05.20.01.03.009,05.20.01.11.005,05.02.04.060,05.06.20.03,05.06.12.015,05.06.18.04,05.06.08.048,05.06.09.15,05.06.04.060,05.06.04.059,05.06.04.028,05.06.04.021,05.06.14.04,05.06.14.03,05.20.03.01.017,05.05.01.049,05.05.01.005,05.05.04.006,05.20.02.10.005,05.05.10.005,05.20.04.01.14.02,05.07.03.13,05.07.02.01,05.20.04.01.14.01,05.07.04.01,05.07.03.12,05.07.01.06,05.07.01.05,05.07.01.04,05.07.02.03,05.20.04.01.14.03,05.06.18.06,05.06.12.003,05.06.09.03,05.06.07.002,05.20.03.01.044,05.05.03.014,05.05.04.057,05.20.02.10.018,05.05.09.045,05.05.11.19,03.04.001,03.05.001,03.03.001,07.02.065,07.03.079,07.02.070,07.18.006,07.18.079,07.03.013,07.17.155,07.17.154,07.17.156"
AS2509004,1,05.02.04.060
AS2509003,2,"03.02.11.132.01,05.02.04.060"
AS2509002-2,110,"05.06.05.023,05.05.05.005,05.02.26.54,05.05.05.074,05.02.08.014,05.05.03.004,05.05.07.08,05.02.21.03,05.02.04.055,05.05.01.041,05.05.07.10,05.08.02.02.029,05.06.18.01,05.06.12.016,05.06.07.010,05.06.03.02,05.06.02.01,05.20.03.02.025,05.05.01.054,05.05.01.053,05.05.01.052,05.05.01.001,05.05.04.003,05.20.02.03.005,05.05.09.005,05.08.01.02.001,05.02.22.01,05.20.01.11.067,05.02.29.01,05.05.22.05,05.05.20.04,05.05.04.057,05.20.02.03.057,05.05.09.045,03.04.001,05.02.08.015,05.20.01.01.011,03.03.001,03.02.03.058,03.02.11.132,07.18.449,07.18.448,07.03.010,07.02.053,07.03.079"
AS2509002-1,54,"07.02.053,07.02.129,07.02.019,07.03.070,07.03.065,07.03.011,07.03.013,07.18.445,07.18.035,07.18.056,07.18.017,07.02.050,07.02.108,07.02.073,07.02.067,07.02.065,07.02.083,07.03.068,07.18.444,07.18.351,07.18.442,07.18.250,07.03.030,07.03.028,07.03.009,07.18.153,07.03.057,07.03.069,07.03.042,07.18.443,07.18.140,03.04.001,03.03.001"
AS2509001,67,"05.06.05.011,05.06.04.014,05.06.15.04,05.05.05.021,05.06.05.030,05.07.09.07,05.07.09.06,05.07.09.08,05.07.09.05,05.07.09.04,05.07.09.03,05.05.08.10,05.06.24.01,05.06.18.06,05.06.12.018,05.06.12.012,05.06.08.011,05.06.09.09,05.06.21.01,05.06.20.01,05.06.04.025,05.06.02.16,05.20.03.02.014,05.20.03.02.047,05.05.22.03,05.05.15.01,05.05.20.01,05.05.01.057,05.20.02.07.001,05.05.04.020,05.20.02.03.020,05.05.10.060,05.08.01.02.013,05.06.08.054,05.20.03.02.031,05.20.04.01.04.07,05.20.04.01.04.06,05.20.04.01.04.08,05.20.04.01.04.05,05.07.02.01,05.20.04.01.04.04,05.07.02.03,05.20.04.01.04.03,03.04.001,03.05.001,03.03.001,07.04.058,07.03.027,07.04.005,07.05.05.07,07.05.05.06,07.05.05.08,07.05.05.05,07.05.05.04,07.05.05.03"
AS2508080,281,"05.05.05.004,05.05.06.03,05.05.07.04,05.05.02.23,05.05.02.15,05.05.04.002,05.20.02.03.004,05.05.09.004,05.08.02.02.003,03.03.001,07.03.009,05.05.05.065,05.05.05.027,05.05.07.03,05.05.05.039,05.05.05.036,05.05.07.08,05.05.05.064,05.02.26.12,05.02.04.047,05.06.06.045,05.06.06.021,05.05.05.028,05.02.08.030,05.05.12.14,05.05.05.013,05.05.05.033,05.05.07.12,05.05.04.032,05.05.09.029,05.05.12.02,05.05.01.041,05.05.07.06,05.08.02.02.022,05.05.03.004,05.05.04.026,05.05.07.11,05.20.02.03.025,05.05.04.025,05.05.09.020,05.08.01.01.006,05.20.02.02.001,05.05.01.004,05.05.04.011,05.05.09.012,05.08.01.02.009,05.05.04.027,05.20.02.10.032,05.05.09.024,05.05.11.11,05.05.03.015,05.20.02.03.053,05.05.04.033,05.08.02.02.013,05.05.22.02,05.20.02.03.032,05.20.02.10.025,05.08.02.02.012,05.05.06.14,05.05.04.030,05.20.02.03.030,05.05.09.027,05.08.01.01.009,05.05.06.04,05.05.04.004,05.05.05.006,05.20.02.10.014,05.05.09.006,05.08.01.02.002,05.05.03.014,05.05.04.036,05.05.05.042,05.20.02.10.018,05.05.09.031,05.08.02.02.015,05.05.22.05,05.05.20.04,05.05.04.053,05.20.02.03.052,05.05.09.042,05.08.02.02.023,05.20.01.11.023,05.02.20.23,05.02.03.036,05.02.03.035,05.20.01.11.021,05.02.27.029,05.02.12.06,05.06.18.06,05.06.03.11,05.06.09.07,05.06.07.009,05.06.02.30,05.06.01.03,05.20.03.01.035,05.05.20.03,05.05.02.13,05.05.01.040,05.05.04.052,05.05.05.063,05.20.02.10.007,05.05.09.041,05.06.18.01,05.06.12.015,05.06.07.022,05.06.02.04,05.20.03.01.023,05.20.02.03.026,05.05.09.021,05.08.02.02.009,03.02.03.058.01,05.20.01.01.016,03.04.001,05.20.01.01.020,03.02.11.132.01,07.03.035,07.03.068,07.03.034,07.03.018,07.03.021,07.03.070,07.03.042,07.03.041,07.03.038,07.03.011,07.03.045,07.03.069,07.02.003,07.02.047,07.18.358,07.18.209,05.02.04.003,01.22.003"
AS2508078,210,"05.02.10.19,05.02.10.18,05.05.05.022,05.02.04.059,05.02.26.12,05.06.06.008,05.06.06.007,05.05.05.006,05.05.07.08,05.05.12.04,05.05.07.07,05.02.24.01,05.06.06.047,05.05.05.017,05.05.08.03,05.06.05.024,05.05.05.053,05.05.08.10,05.08.02.02.020,05.05.07.11,05.02.26.24,05.07.18.02,05.07.18.01,05.02.08.023,05.02.08.014,05.02.27.038,05.06.12.001,05.05.12.02,05.05.05.009,05.02.21.02,05.05.03.004,05.05.04.026,05.02.01.12,05.07.02.04,05.02.26.53,05.02.08.038,05.02.20.23,05.02.03.028,05.20.01.11.021,05.06.18.02,05.06.09.07,05.06.07.009,05.06.01.03,05.20.03.01.045,05.05.04.022,05.20.02.03.021,05.05.09.015,05.08.02.02.006,05.06.22.01,05.06.02.07,05.20.03.01.043,05.05.06.04,05.05.04.004,05.20.02.03.006,05.20.02.10.014,05.05.09.006,05.08.01.02.002,05.05.03.002,05.05.06.06,05.20.02.05.004,05.05.04.007,05.20.02.10.013,05.05.09.009,05.08.01.02.005,05.02.19.01,05.02.22.01,05.20.01.11.003,05.02.11.02,05.02.04.051,05.06.18.06,05.06.07.007,05.06.09.24,05.06.02.28,05.06.02.27,05.06.02.26,05.20.03.01.032,05.05.02.06,05.05.01.007,05.05.02.19,05.05.12.08,05.05.04.015,05.20.02.03.016,05.20.02.10.009,05.05.10.012,05.08.01.01.003,05.06.18.04,05.06.12.015,05.06.08.019,05.06.09.13,05.06.04.060,05.06.20.03,05.06.03.07,05.06.02.13,05.06.04.021,05.20.03.01.017,05.05.02.09,05.05.13.02,05.05.01.011,05.05.04.045,05.20.02.03.045,05.20.02.10.024,05.05.09.038,05.05.26.12,05.20.02.03.026,05.20.02.10.018,05.05.09.021,05.08.02.02.009,05.02.20.16,05.20.01.11.032,05.02.27.015,05.02.04.020,05.20.04.01.25.02,05.07.03.13,05.07.01.10,05.07.01.09,05.07.01.08,05.20.04.01.25.01,05.02.22.08,05.02.20.39,05.02.27.073,05.02.14.22,05.02.04.162,05.20.01.01.015,03.04.001,05.02.08.015,05.20.01.01.011,03.03.001,03.02.11.132.01,03.02.03.058.01,03.02.11.127.01,07.02.056,07.18.153,07.18.056,07.18.198,07.03.011,07.03.014,07.02.049,07.04.031,07.03.023,07.18.324,07.03.035,07.02.021,07.05.13.02,07.05.13.01,07.02.069,05.20.01.11.063,05.20.01.01.026"
AS2508075,57,"05.02.26.14,05.02.27.022,05.02.26.16,05.02.26.01,05.02.04.043,05.02.20.23,05.02.03.031,05.20.01.11.023,05.20.01.10.018,05.02.04.037,05.02.31.01,05.02.03.033,05.02.01.20,05.20.01.11.025,05.02.27.026,05.02.30.01,05.02.01.45,05.02.20.01,05.20.01.11.012,05.02.27.004,05.02.04.120,03.03.001,03.04.001,07.02.037,07.02.043,07.02.060"
AS2508074,15,"05.02.21.03,05.02.24.01,05.02.08.014,05.02.11.01,05.02.22.01,05.20.01.03.005,05.20.01.11.003,05.02.04.055,03.03.001,03.04.001,05.02.08.015,05.20.01.01.011,07.02.053"
AS2508073,6,"05.06.05.034,05.06.08.032,05.20.03.02.034,03.05.001,03.03.001,07.04.013"
AS2508071,233,"05.05.05.022,05.06.05.021,05.05.05.028,05.05.05.005,05.06.06.007,05.05.05.039,05.05.05.008,05.06.06.010,05.05.12.02,05.05.05.025,05.07.30.05,05.07.30.04,05.07.30.03,05.08.02.02.022,05.05.04.026,05.02.21.03,05.02.24.01,05.02.11.01,05.02.04.055,05.05.09.029,05.05.04.021,05.08.02.02.005,05.05.06.05,05.05.07.12,05.08.01.02.004,05.05.07.11,05.05.07.08,05.05.03.004,05.05.12.13,05.05.07.06,05.02.08.014,05.05.20.03,05.05.02.13,05.05.04.052,05.05.05.063,05.20.02.10.007,05.05.09.041,05.06.07.013,05.20.03.02.023,05.20.02.03.026,05.05.09.021,05.08.02.02.009,05.20.01.11.003,05.02.22.01,05.05.01.054,05.05.01.053,05.05.01.052,05.05.01.001,05.05.04.003,05.20.02.03.005,05.05.09.005,05.08.01.02.001,05.06.22.01,05.06.18.06,05.06.02.07,05.20.03.01.043,05.05.22.02,05.20.02.03.032,05.05.04.033,05.08.02.02.013,05.05.20.05,05.05.02.20,05.05.01.022,05.05.04.006,05.20.02.03.008,05.05.09.008,05.05.03.014,05.05.22.05,05.05.20.04,05.05.04.022,05.20.02.03.021,05.05.09.015,05.08.02.02.006,05.06.18.01,05.06.09.01,05.06.07.001,05.06.03.02,05.06.02.01,05.06.01.01,05.20.03.01.013,05.05.06.04,05.20.02.05.002,05.05.04.004,05.05.05.006,05.05.09.006,05.08.01.02.002,05.05.04.024,05.20.02.03.023,05.05.09.019,05.08.01.02.014,05.20.04.01.16.03,05.07.02.01,05.20.04.01.16.04,05.07.02.03,05.20.04.01.16.05,05.20.01.01.011,03.04.001,05.02.08.015,03.02.03.060.01,03.02.03.058.01,03.03.001,03.02.11.132.01,07.04.049,07.03.068,07.18.356,07.18.200,07.18.053,07.03.035,07.02.053,07.03.028,07.03.010,07.18.251,07.18.080,07.18.145,07.18.059,07.03.013,07.03.030,07.18.160,07.18.179,07.03.011,07.03.033,07.05.26.05,07.05.26.04,07.05.26.03"
AS2508070,5,"03.03.001,05.01.06,07.01.06"
AS2508068,5,"03.03.001,05.01.06,07.01.06"
AS2508067,5,"03.03.001,05.01.08,07.01.08"
"AS2508066 补数",1,03.03.001
AS2508066,2,"05.02.04.024,05.02.26.21"
AS2508064,10,"07.04.009,07.02.129,07.01.07,07.01.06,07.02.119,07.02.121,06.05.16.05,06.05.16.04,06.05.16.06"
AS2508063,49,"05.02.22.01,05.02.04.060,05.20.01.11.005,05.20.01.03.009,05.02.11.03,05.02.24.02,05.02.21.06,05.05.05.065,05.05.10.021,05.02.24.01,05.05.04.026,05.02.21.03,05.02.11.01,05.02.04.055,05.05.03.015,05.20.02.03.053,05.20.02.14.02.001,05.08.02.02.009,05.20.01.11.003,03.02.03.026.01,03.01.004,03.05.001,03.04.001,03.03.001,07.03.070,07.02.070,07.02.053"
AS2508062,25,"05.07.08.04,05.07.08.03,05.07.08.02,05.07.08.07,05.07.08.06,05.07.08.05,05.20.04.01.03.04,05.20.04.01.03.03,05.20.04.01.03.02,05.20.04.01.03.07,05.20.04.01.03.06,05.07.02.01,05.20.04.01.03.05,03.03.001,07.05.04.06,07.05.04.05,07.05.04.04,07.05.04.09,07.05.04.08,07.05.04.07"
AS2508061,25,"05.07.08.03,05.07.08.06,05.07.08.05,05.07.08.04,05.07.08.07,05.07.08.02,05.20.04.01.03.03,05.20.04.01.03.06,05.20.04.01.03.05,05.20.04.01.03.04,05.20.04.01.03.07,05.07.02.01,05.20.04.01.03.02,03.03.001,07.05.04.05,07.05.04.08,07.05.04.07,07.05.04.06,07.05.04.09,07.05.04.04"
AS2508060,12,"05.06.05.031,05.05.01.017,05.05.07.11,05.06.07.027,05.20.03.02.032,05.05.01.016,05.20.02.03.026,05.05.09.055,05.05.11.10,03.02.03.037.01,03.03.001,07.18.203"
AS2508059,9,"05.07.08.05,05.07.08.03,05.20.04.01.03.05,05.07.02.01,05.20.04.01.03.03,03.03.001,07.05.04.07,07.05.04.05"
AS2508058-2,15,"05.02.04.060,05.02.21.06,05.02.24.02,05.02.11.03,05.02.20.18,05.02.19.01,05.02.22.01,05.20.01.03.009,05.20.01.11.005,03.03.001,03.04.001,03.02.02.169.01,03.02.02.168.01,07.02.070"
AS2508058-1,6,"07.04.004,03.05.001,03.03.001,05.06.05.029"
AS2508057-2,101,"05.08.01.01.008,05.06.18.06,05.20.03.01.017,05.20.02.03.029,03.05.001,03.03.001,03.02.11.087.01,07.18.224,05.05.05.065,05.02.21.06,05.02.24.02,05.06.05.005,05.05.05.033,05.05.07.02,05.02.26.03,05.02.24.01,05.07.22.02,05.06.06.015,05.05.08.04,05.02.11.03,05.02.27.039,05.02.04.071,05.02.21.03,05.02.11.01,05.02.04.055,05.07.02.06,05.05.03.004,05.05.10.021,05.05.04.026,05.20.01.03.009,05.20.01.11.005,05.02.04.060,05.06.07.006,05.20.03.01.005,05.05.04.027,05.20.02.03.027,05.20.02.10.002,05.05.09.024,05.05.11.11,05.02.20.23,05.02.13.02,05.20.01.11.014,05.02.22.01,05.20.01.11.003,05.20.04.01.12.09,05.06.18.01,05.06.02.19,05.06.08.025,05.06.09.16,05.20.03.01.019,05.20.02.10.023,05.20.02.03.026,05.05.03.015,05.20.02.03.053,05.20.02.14.02.001,05.08.02.02.009,03.01.001,03.01.004,03.04.001,03.02.03.026.01,03.02.11.028.01,07.03.035,07.02.070,07.18.114,07.02.079,07.02.053,07.17.176,07.03.070,05.07.22.08,05.06.05.024,05.06.20.03,05.06.12.015,05.06.18.04,05.06.09.15,05.06.04.060,05.06.04.059,05.06.04.028,05.06.14.04,05.06.14.03"
AS2508057-1,20,"05.06.06.015,05.05.05.039,05.05.08.10,05.05.03.004,05.05.04.032,05.06.18.01,05.06.02.19,05.06.03.08,05.06.08.025,05.06.09.16,05.20.03.01.019,05.20.02.03.032,05.20.02.10.024,05.05.10.025,05.08.02.02.012,03.05.001,03.03.001,03.02.11.085.01,07.18.001"
AS2508056-A1,5,"03.03.001,05.01.08,07.01.08"
AS2508056,47,"05.20.01.11.029,07.18.070,05.06.05.004,05.05.08.02,05.02.27.017,05.05.03.004,05.05.05.008,05.05.06.05,05.02.20.08,05.02.04.024,05.06.18.06,05.06.08.007,05.06.02.03,05.20.03.02.004,05.05.01.050,05.05.01.049,05.05.01.005,05.05.04.006,05.20.02.10.005,05.05.10.005,05.08.01.02.004,03.03.001,03.02.02.066.01,03.02.11.070.01,07.02.025,01.22.003"
AS2508054,351,"07.02.003,05.06.06.008,05.05.05.004,05.05.05.008,05.02.26.45,05.02.26.54,05.02.24.01,05.05.05.028,05.06.06.015,05.05.05.007,05.02.26.21,05.02.08.032,05.02.08.014,05.06.12.001,05.05.06.03,05.05.07.04,05.05.06.05,05.05.07.12,05.08.01.02.004,05.02.01.15,05.02.04.030,05.02.21.03,05.02.11.01,05.02.04.055,05.05.01.041,05.05.04.026,05.05.07.10,05.05.03.004,05.05.07.06,05.02.01.08,05.06.18.02,05.06.07.009,05.06.09.07,05.06.01.03,05.06.02.08,05.20.03.01.045,05.05.04.002,05.20.02.03.004,05.05.09.004,05.08.02.02.003,05.05.20.05,05.05.02.20,05.05.01.022,05.05.04.006,05.20.02.03.008,05.05.09.008,05.02.03.028,05.02.27.004,05.02.20.24,05.02.22.04,05.02.09.04,05.02.01.29,05.20.01.11.056,05.02.27.057,05.02.04.102,05.20.01.11.067,05.02.29.01,05.02.19.01,05.02.22.01,05.20.01.11.003,05.05.03.014,05.05.22.05,05.05.20.04,05.20.02.03.026,05.05.09.021,05.08.02.02.009,05.06.18.01,05.06.07.025,05.06.09.16,05.06.03.08,05.06.02.19,05.20.03.01.019,05.05.12.03,05.05.04.005,05.20.02.03.007,05.05.09.007,05.08.01.02.003,05.02.03.026,05.20.01.11.029,05.02.27.013,05.02.04.017,03.02.03.060.01,05.20.01.01.022,05.02.08.015,05.20.01.01.011,03.03.001,03.04.001,03.02.11.130.01,03.02.02.163.01,07.03.009,07.03.013,07.18.033,07.18.081,07.03.035,07.03.012,07.18.063,07.18.208,07.18.041,07.18.073,07.02.031,07.02.115,07.02.053,07.18.009,07.18.440,07.02.018,05.20.01.01.032,05.20.01.11.023,05.02.04.003"
AS2508053,30,"07.02.038,07.02.040,07.02.049,07.06.004,07.02.012,07.02.037,07.02.086,07.02.024,06.07.004,07.01.74,07.01.06,07.25.75,07.02.084,07.25.57,07.18.114,07.18.360,07.02.124,07.18.358,07.17.043,07.17.138,07.17.140"
AS2508052,93,"05.05.05.022,05.07.22.09,05.07.22.11,05.07.22.06,05.06.06.001,05.05.07.14,05.07.22.12,05.07.22.07,05.07.22.08,05.06.06.022,05.05.07.17,05.05.04.021,05.08.02.02.005,05.05.03.004,05.05.12.14,05.05.05.027,05.05.17.04,05.05.17.06,05.20.04.01.12.10,05.20.04.01.12.12,05.07.03.13,05.20.04.01.12.11,05.06.08.001,05.06.09.01,05.06.07.001,05.06.03.02,05.06.02.01,05.06.01.01,05.20.03.01.002,05.20.02.10.019,05.05.09.015,05.20.04.01.12.13,05.20.04.01.12.08,05.07.03.12,05.20.04.01.12.09,05.06.18.01,05.06.07.022,05.06.02.04,05.20.03.01.024,05.05.22.05,05.05.20.04,05.20.02.06.010,05.05.04.025,05.20.02.10.008,05.05.09.020,05.08.01.01.006,03.04.001,03.02.03.045.01,03.02.03.037.01,03.03.001,03.02.12.025.01,07.18.140,07.18.184,07.17.059,07.17.057,07.17.058,07.17.077,07.17.076,05.07.22.10,05.02.08.045"
AS2508051,34,"05.06.06.015,05.05.05.039,05.05.08.10,05.06.06.008,05.05.05.074,05.05.08.04,05.05.04.032,05.05.03.004,05.08.02.02.029,05.06.18.01,05.06.02.19,05.06.03.08,05.06.08.025,05.06.09.16,05.20.03.01.019,05.20.02.03.032,05.20.02.10.024,05.05.10.025,05.08.02.02.012,05.06.18.02,05.06.09.07,05.06.08.009.02,05.06.01.03,05.20.03.01.045,05.05.04.057,05.20.02.03.057,05.20.02.10.023,05.05.10.052,03.05.001,03.03.001,03.02.11.085.01,03.02.11.086.01,07.18.001,07.18.389"
AS2508050,17,"05.02.26.02,05.02.27.003,05.02.20.23,05.02.03.025,05.20.01.11.013,05.02.04.003,03.03.001,05.01.56,03.02.10.010.01,07.19.001"
AS2508048,11,"05.02.04.073,05.02.26.30,05.02.12.14,05.02.27.040,05.20.01.11.039,03.01.001,03.05.001,03.04.001,03.03.001,07.02.082"
AS2508047,21,"05.08.02.02.023,05.08.02.02.022,03.02.02.126.01,03.02.02.077.01,03.02.07.012.01,03.02.02.150.01,03.02.02.151.01,03.02.03.045.01,03.02.11.015.01,03.05.001,03.03.001"
AS2508046,7,"05.06.05.030,05.06.18.01,05.06.07.018,05.06.02.04,05.20.03.02.031,03.03.001,07.04.007"
AS2508045-A,30,"05.20.04.01.16.01,05.20.04.01.16.02,05.20.04.01.16.03,05.20.04.01.16.04,05.20.04.01.16.05,05.20.04.01.16.06,05.20.04.01.16.07,03.05.001,03.03.001,07.05.26.07,07.05.26.06,07.05.26.05,07.05.26.04,07.05.26.03,07.05.26.02,07.05.26.01"
AS2508045,80,"05.05.05.022,05.06.05.005,05.05.05.033,05.05.07.02,05.07.27.03,05.07.22.01,05.07.22.02,05.06.06.015,05.07.27.01,05.06.06.008,05.06.05.010,05.05.05.074,05.05.08.04,05.07.02.06,05.05.10.021,05.05.04.026,05.07.02.04,05.06.12.001,05.05.03.004,05.08.02.02.029,05.06.07.006,05.20.03.01.005,05.05.04.027,05.20.02.03.027,05.20.02.10.002,05.05.09.024,05.05.11.11,05.07.03.12,05.20.04.01.13.03.002,05.20.04.01.12.08,05.20.04.01.12.09,05.06.18.01,05.06.02.19,05.06.03.08,05.06.08.025,05.06.09.16,05.20.03.01.019,05.20.02.03.026,05.08.02.02.009,05.07.03.13,05.07.01.06,05.07.01.05,05.07.01.04,05.20.04.01.13.01.002,05.05.10.017,05.05.04.022,05.20.02.03.021,05.08.02.02.006,05.20.03.01.045,05.06.18.02,05.06.09.07,05.06.08.009.02,05.06.01.03,05.20.03.02.012,05.05.04.057,05.20.02.03.057,05.20.02.10.023,05.05.10.052,03.05.001,03.03.001,03.02.11.028.01,03.02.11.086.01,07.18.114,07.17.069,07.17.177,07.17.176,07.17.068,07.18.389,05.07.27.06,05.07.27.07,05.07.22.08,05.07.22.07"
AS2508044,18,"05.06.06.015,05.05.05.039,05.05.08.10,05.05.03.004,05.05.04.032,05.06.18.01,05.06.02.19,05.06.03.08,05.06.09.16,05.20.03.01.019,05.20.02.03.032,05.20.02.10.024,05.05.10.025,05.08.02.02.012,03.05.001,03.03.001,03.02.11.085.01,07.18.001"
AS2508041,20,"05.07.26.02,05.07.26.04,05.07.26.05,05.07.26.01,05.07.26.06,03.03.001,05.20.04.01.19.02,05.20.04.01.19.03,05.20.04.01.19.04,05.20.04.01.19.01,05.20.04.01.19.05,06.05.22.06,06.05.22.05,06.05.22.04,06.05.22.07,06.05.22.03"
AS2508040,19,"07.01.06,07.06.004,06.07.004,07.01.08,07.01.74,07.25.75,07.18.358,07.02.012,07.02.086,07.25.57,07.02.024,07.02.049,07.18.114,07.18.360,07.17.140,07.17.138"
AS2508039-A1,42,"05.08.01.01.016,05.07.27.03,05.06.06.051,05.05.05.061,05.11.06,05.11.05,05.07.03.12,05.07.01.06,05.07.01.05,05.07.01.04,05.20.04.01.13.03.001,05.06.03.02,05.06.02.01,05.06.07.028,05.20.03.01.014,05.05.03.012,05.05.04.050,05.20.02.03.062,05.05.10.042,05.10.10.01,05.10.14.03,05.10.14.02,05.10.14.01,05.10.13.01,05.11.11,05.11.09,05.11.08.001,05.20.02.11.004,05.20.02.11.005,05.11.04,05.11.03,05.11.02,05.11.01,05.02.10.21,07.03.065,07.17.133,07.15.006"
AS2508039-9,10,"07.17.132,07.02.007,07.02.096,07.03.065,07.15.006,07.15.005,07.18.335,07.17.133"
AS2508039-8,10,"07.17.132,07.02.007,07.02.096,07.03.065,07.15.006,07.15.005,07.18.335,07.17.133"
AS2508039-7,10,"07.17.132,07.02.007,07.02.096,07.03.065,07.15.006,07.15.005,07.18.335,07.17.133"
AS2508039-6,9,"07.02.007,07.02.096,07.03.065,07.15.006,07.15.005,07.18.335,07.17.133"
AS2508039-5,7,"07.02.007,07.02.096,07.03.065,07.15.006,07.15.005,07.18.335"
AS2508039-42,5,"07.03.065,07.17.132,07.15.006,07.15.005,07.17.133"
AS2508039-41,4,"07.03.065,07.15.006,07.15.005,07.17.133"
AS2508039-40,4,"07.03.065,07.15.006,07.15.005,07.18.335"
AS2508039-4,9,"07.02.007,07.02.096,07.03.065,07.15.006,07.15.005,07.18.335,07.17.133"
AS2508039-39,4,"07.03.065,07.15.006,07.15.005,07.17.133"
AS2508039-38,4,"07.03.065,07.15.006,07.15.005,07.17.133"
AS2508039-37,3,"07.03.065,07.15.006,07.15.005"
AS2508039-36,3,"07.03.065,07.15.006,07.15.005"
AS2508039-35,5,"07.03.065,07.17.132,07.15.006,07.15.005,07.17.133"
AS2508039-34,6,"07.02.096,07.03.065,07.15.006,07.15.005,07.18.335,07.17.133"
AS2508039-33,6,"07.02.096,07.03.065,07.15.006,07.15.005,07.18.335"
AS2508039-32,7,"07.02.007,07.02.096,07.03.065,07.15.006,07.15.005,07.18.335,07.17.133"
AS2508039-31,6,"07.02.096,07.03.065,07.15.006,07.15.005,07.17.133"
AS2508039-30,5,"07.03.065,07.15.006,07.15.005,07.18.335"
AS2508039-3,9,"07.02.007,07.02.096,07.03.065,07.15.006,07.15.005,07.18.335,07.17.133"
AS2508039-29,3,"07.03.065,07.15.006,07.15.005"
AS2508039-28,8,"07.02.007,07.02.096,07.03.065,07.15.006,07.15.005,07.18.335,07.17.133"
AS2508039-27,7,"07.02.007,07.02.096,07.03.065,07.15.006,07.15.005,07.18.335"
AS2508039-26,8,"07.02.007,07.02.096,07.03.065,07.17.132,07.15.006,07.15.005,07.17.133"
AS2508039-25,8,"07.02.007,07.02.096,07.03.065,07.15.006,07.15.005,07.18.335,07.17.133"
AS2508039-24,8,"07.02.007,07.02.096,07.03.065,07.15.006,07.15.005,07.18.335,07.17.133"
AS2508039-23,7,"07.02.007,07.02.096,07.03.065,07.15.006,07.15.005,07.18.335"
AS2508039-22,6,"07.02.007,07.02.096,07.03.065,07.15.006,07.15.005"
AS2508039-21,10,"07.02.007,07.02.096,07.03.065,07.17.132,07.15.006,07.15.005,07.18.335,07.17.133"
AS2508039-20,9,"07.02.007,07.03.065,07.02.096,07.15.006,07.15.005,07.18.335,07.17.133"
AS2508039-2,8,"07.02.007,07.02.096,07.03.065,07.15.006,07.15.005,07.18.335"
AS2508039-19,7,"07.02.007,07.03.065,07.02.096,07.15.006,07.15.005,07.18.335"
AS2508039-18,9,"07.02.007,07.03.065,07.02.096,07.15.006,07.15.005,07.18.335,07.17.133"
AS2508039-17,9,"07.02.007,07.03.065,07.02.096,07.15.006,07.15.005,07.18.335,07.17.133"
AS2508039-16,8,"07.02.007,07.03.065,07.02.096,07.15.006,07.15.005,07.18.335"
AS2508039-15,10,"07.02.007,07.03.065,07.02.096,07.17.132,07.15.006,07.15.005,07.18.335,07.17.133"
AS2508039-14,10,"07.02.007,07.03.065,07.02.096,07.17.132,07.15.006,07.15.005,07.18.335,07.17.133"
